15000 75000
4157 6639 4
1576 367 1
13163 6752 4
11138 748 10
12347 1829 10
1366 10558 10
12656 11716 6
1712 13146 7
12203 8408 9
14437 5507 1
2543 1017 2
2036 2593 1
4466 757 3
3241 3247 1
1472 6946 3
4891 8312 1
4932 5968 10
14768 14032 8
14706 2587 6
5814 2024 6
996 4567 3
2818 6603 8
11358 2421 7
11651 12014 5
4043 13486 1
13265 9729 4
3046 14662 4
2247 14430 9
14594 14136 6
11702 11302 1
14317 12299 10
9301 117 6
6878 2827 7
11565 5830 2
10851 9874 8
10731 8139 8
10276 2537 2
7142 4784 2
3040 10731 8
7877 7433 2
8387 6750 1
11169 7403 10
5554 14281 8
2360 2198 8
2533 13049 2
1193 8781 4
9582 10409 3
2633 2551 10
10114 11943 1
8083 4821 6
2354 4560 8
277 729 1
13316 6283 4
14183 14996 3
5881 8881 2
13804 10074 5
6219 4656 5
7524 13641 8
13613 8755 2
6785 8190 3
7390 1897 3
12449 2174 5
3559 490 8
302 14674 6
5596 11907 8
8940 10711 4
6064 1931 1
4950 807 4
6388 14420 10
11121 12557 2
14323 11299 9
13437 8748 5
13281 3659 6
10761 3961 2
8236 9558 9
5945 3498 10
13729 914 3
11169 12217 10
13602 9957 2
1143 6078 1
3227 11753 10
7207 10190 10
13362 8472 9
5007 4233 1
2678 3821 1
12256 9767 1
8897 8496 7
13822 11017 4
4553 971 1
1057 8467 9
10117 11694 2
477 3901 5
12288 2263 7
6407 13622 2
10839 7652 3
9829 4908 2
10021 5158 8
11127 10332 5
9451 14885 9
9083 942 6
14794 2412 10
2257 9241 1
14911 6529 7
12389 12936 1
14100 8775 4
10985 9956 2
8988 4977 2
9136 7457 6
11652 8260 2
140 2343 6
3447 8489 8
12096 10747 1
999 10658 1
13517 8048 7
9657 13500 5
13450 837 1
13504 1178 1
10067 10314 8
1963 13318 10
8744 4811 5
14171 8258 5
7011 11707 2
9091 4058 10
2701 2575 10
600 12232 3
7274 2035 2
8904 539 10
13216 10606 6
9985 12569 7
14 12665 10
13739 3189 10
5953 10200 7
8914 10643 5
13885 4697 2
3257 5297 5
12481 3923 10
7542 4179 1
10134 2396 7
8039 12381 9
1967 3748 4
706 2487 5
14056 8440 5
9112 8706 1
14579 13943 8
7620 2200 7
4246 6033 10
2907 4928 1
2107 62 7
3266 14453 1
1994 1421 9
4739 2127 8
2026 1183 8
3160 1648 6
12642 7579 9
5469 199 2
1297 10798 5
1048 13705 3
4979 813 7
2657 10431 1
12717 3777 2
2877 14868 1
10524 1894 7
2963 11407 7
4108 9049 6
10549 5871 7
10542 7168 5
10216 14569 1
6171 4548 6
8539 7205 7
4009 11275 4
7252 5504 2
12623 1029 7
10529 10344 6
1435 14453 5
6272 1354 6
11308 11896 7
12143 13464 6
3035 10987 6
9740 4527 3
3228 8536 8
9141 789 5
6274 4764 4
5302 293 10
737 8080 3
5222 14352 9
6929 2012 5
805 5507 2
602 8542 9
4947 9634 6
7850 12862 5
13379 7003 6
9413 4630 10
12828 9932 5
11588 10670 7
1152 7244 1
7071 5525 3
1237 12683 1
8868 13285 5
3839 9585 10
3336 2435 2
2722 7166 8
2897 1580 8
14188 5760 10
10772 2348 2
13140 3501 8
14860 1924 4
3593 9513 7
4185 9734 4
4671 13573 9
8440 8261 6
1424 10984 5
1411 5233 5
6028 4422 5
11929 6546 6
4853 4687 9
5020 10899 3
2065 5844 6
11793 1381 10
11159 6053 5
13757 5845 9
1495 7269 3
11399 8680 8
14235 6060 2
7831 2990 1
3776 14195 10
9574 4215 9
8648 12633 4
10884 9426 5
14205 5585 10
7452 10695 6
8960 3542 5
6452 6293 8
6881 5528 8
11733 13359 10
5835 8488 7
4624 3062 5
14312 11711 8
6197 13947 6
14464 13152 4
13783 5604 1
10300 14564 3
14087 12368 6
11554 4250 4
6433 7335 5
10655 13170 3
14071 9146 8
13055 14810 9
1024 6008 6
13420 11824 10
7753 1959 7
4133 12260 1
10407 11347 2
1622 14253 4
4717 12038 9
12523 7693 1
7466 13117 7
11823 11172 7
4243 3549 7
10610 1969 3
129 1074 3
1605 11559 5
8998 6966 4
13759 14940 7
14122 11009 5
13172 8532 1
1744 7350 8
14462 4173 2
5638 14768 3
527 10378 2
7239 10508 8
7263 12113 7
4547 12463 5
4530 11222 5
10118 1696 4
12745 14868 9
8065 1612 9
7854 1074 5
10167 13065 3
1030 4944 2
213 12183 2
471 10799 7
3639 346 1
13774 4877 5
200 14995 2
12636 12740 10
3604 12157 5
8274 11363 1
2118 6531 6
2083 13913 2
12426 14126 6
9629 5949 5
3945 9589 3
2077 14715 2
11432 14915 8
7483 12551 10
9754 7507 10
13638 782 3
9949 9252 4
10676 2687 9
1348 6465 8
10555 1094 7
561 11392 8
5913 13469 3
7495 9901 1
424 8736 2
12445 3491 2
6624 8481 6
3519 9782 10
6944 5459 8
9283 13159 3
2100 8714 10
7218 627 2
6926 12892 1
6348 11739 5
12038 3515 3
6632 961 6
85 13937 8
9320 2456 10
4159 9401 1
8038 10036 2
3383 12136 8
14822 4354 5
7653 11280 10
5305 8981 9
12859 12371 5
11854 4003 6
14339 4088 5
1658 4760 2
13760 8920 5
1320 8310 1
14744 11693 7
6881 11515 3
5998 4168 6
3007 9474 7
11755 13685 10
371 1891 4
4948 1231 4
8463 2889 7
5786 1649 9
12510 9322 9
14270 418 3
4518 7299 8
14120 13297 9
2707 7656 5
8923 10764 2
3863 11135 4
9158 1084 7
9893 9547 6
389 333 8
12509 12843 2
11588 3465 10
7360 7983 1
5999 13455 1
159 1163 7
10145 1438 1
3817 11653 7
5732 5811 1
8878 7057 10
6265 13798 3
11654 11308 8
11365 7896 3
2846 6608 8
1627 3959 5
5057 10471 10
1143 5616 9
14346 785 2
2332 6517 6
12754 6747 5
2723 13013 3
14377 9667 1
8874 12385 9
13188 231 7
10485 1858 9
3941 6915 10
13561 14411 8
971 13757 4
8682 7441 3
4909 5195 1
8193 7918 4
10276 7295 3
18 7521 10
12657 5709 2
8255 7546 2
14165 11487 10
9194 1400 1
7544 2371 10
327 2406 1
5979 7315 6
3379 509 6
5144 2137 3
7929 2155 4
8098 6164 3
14851 14420 1
8463 13585 10
342 14132 1
6632 6676 2
9383 13355 10
13223 4334 6
7258 14066 7
6915 10562 4
13867 9843 1
4692 2942 6
1226 2793 8
5306 11256 5
12225 2950 7
11897 934 3
13941 10317 10
3390 8540 5
6507 7150 3
10133 14065 5
7248 4284 1
6519 8976 3
3306 10202 8
14513 508 7
657 4086 7
7286 7335 2
5590 6276 9
2250 1019 2
9596 7526 2
1008 2660 10
9334 9908 4
12504 7779 1
9968 11085 3
1578 1950 4
4444 8960 2
1612 1246 7
14715 13188 4
8136 438 3
10097 10034 9
10560 2394 1
10089 11729 10
13903 585 1
3045 1906 9
2389 3484 1
8594 14280 1
3885 892 9
6512 6960 8
6767 96 8
8041 1545 5
1841 12105 9
13302 7195 10
11023 12450 6
7875 6847 2
813 9236 6
2054 9183 8
3606 13068 2
6405 10932 2
13744 9051 10
12873 2092 5
7037 10286 1
3596 8588 8
3235 10963 10
9812 3838 7
3295 4652 5
262 13058 8
11509 1664 9
1 14421 1
10452 13165 5
12352 2391 9
7148 9428 5
7698 13024 5
13147 7612 8
1046 2424 9
2144 5720 3
12479 5982 1
8348 8844 7
2286 8845 9
13509 4297 6
3783 8001 7
2501 150 6
2858 14200 2
11802 12348 4
1710 4746 1
8160 13243 3
4262 10722 7
13422 10422 1
598 4061 6
8548 2570 6
14664 12705 7
14522 6558 9
8809 9416 10
1121 6219 10
7396 14281 8
7448 7441 1
13220 11703 5
7679 1477 8
4629 8427 9
1777 1976 1
9574 7992 6
10372 13866 4
11321 7676 3
2822 8797 2
6671 7545 5
12970 14994 8
11161 4566 3
11425 12245 10
13464 8227 9
4564 1356 7
13234 10930 9
4609 6302 6
8895 8975 4
13949 11797 1
10222 9820 6
5776 7791 2
6475 10304 9
3877 13081 6
2756 11546 5
1414 1110 1
14753 14345 3
14731 10306 6
4928 10553 3
2801 854 1
823 11076 3
6391 8204 6
11952 14679 10
13432 3556 2
3510 6312 8
1814 14079 10
7827 13832 7
9769 4915 6
9366 1196 9
2939 10349 4
14661 11173 2
12555 8916 7
3241 12220 6
4230 2005 3
3301 5515 7
5270 13681 8
8350 12860 2
2126 13982 8
12561 8348 6
9902 2639 7
8097 8652 10
2368 6208 8
4844 9449 9
7000 5031 4
4064 8333 1
7440 4955 2
1248 13305 3
239 6784 7
10498 10697 7
13305 5599 7
11462 5048 1
12143 7417 1
6741 3613 2
4911 1965 4
13734 6029 7
4424 13470 2
147 6070 10
8731 12661 6
1297 8160 3
8564 12817 5
9822 9279 3
11084 6423 2
3555 4516 6
11826 9427 1
10129 14513 3
8117 10289 3
11061 10436 5
12310 10520 6
3047 11817 8
13129 11733 6
5163 6555 5
8598 2640 10
4449 12547 6
3914 9373 3
11697 4503 6
10509 3972 5
14143 33 4
199 3695 4
7564 6742 3
14442 4872 7
4137 1387 2
9463 9985 4
6213 14435 1
7478 9701 5
9523 12750 10
11080 14611 4
7927 5106 8
210 5305 5
9365 4222 10
337 3664 4
9395 14153 1
3657 8616 9
13262 6181 6
14063 5012 7
589 14535 10
12970 1967 1
5675 9894 8
13414 1456 5
9849 2173 7
4378 8863 1
10131 3258 6
8623 13267 5
2101 11530 6
1366 1945 8
1685 8886 5
14754 13208 3
12434 3883 9
6573 2298 8
6018 12147 1
9684 7877 4
8367 9360 3
6202 2983 10
10358 5085 2
14344 12803 7
14693 14488 3
5930 5594 1
14134 9381 7
2232 954 5
4491 13324 4
2572 8009 1
867 7728 1
11069 5282 4
10891 641 1
13594 6337 7
11891 12382 7
10425 3312 2
7168 2446 3
7794 11031 7
2070 522 4
8493 9446 5
7793 10314 3
7805 12735 5
10800 8626 6
10233 7221 5
7469 10464 8
10545 12241 10
4216 4409 9
7268 3555 2
2627 5625 6
11310 5470 3
10706 13263 7
11478 6068 2
2532 8221 1
580 3454 4
4964 10923 8
13083 6468 9
3163 2037 1
8393 657 8
1006 3284 6
9141 5946 6
3075 1652 2
7323 4482 2
2955 13367 3
4917 13947 7
14100 10263 2
10099 8347 1
3339 2862 10
7341 2607 7
14899 3613 2
4434 4106 10
5791 7182 5
5412 14505 7
2454 8812 4
14068 5081 3
7785 4181 7
3776 5632 6
12588 8972 8
8437 1313 5
4944 7564 10
11087 3350 6
14528 9142 8
10974 5906 6
11903 14712 10
11198 13781 2
9441 12918 5
9299 1694 8
2504 5635 10
4923 5424 5
9949 10368 10
3588 12807 10
7685 3688 4
3965 14662 1
14750 11565 3
2051 7764 4
3082 8557 2
14647 2856 9
1844 11712 6
4365 7987 10
14551 9288 1
10950 12876 10
2052 11913 8
2295 878 1
8445 6980 8
5660 9032 2
10303 3466 1
4217 3113 7
6177 11309 1
5124 7026 8
3143 6578 6
9235 2528 4
13135 4580 10
12074 13228 10
10676 6673 1
5844 3685 5
127 5341 1
2968 910 7
16 7087 6
129 12211 5
8228 6706 3
4264 7294 1
10879 11781 4
5760 8855 2
1520 4532 7
10612 1728 5
13736 8207 6
11678 11175 6
4086 2544 5
7804 2673 6
3548 10901 4
5870 6517 8
2072 8749 9
2855 14509 7
8218 1029 9
11607 2993 9
10033 1729 6
7448 4760 4
5773 8846 8
2537 1650 1
2864 11550 4
1249 2420 2
6929 4493 3
3037 13700 2
5705 13271 4
12905 1230 7
6833 11263 9
8969 10063 9
13632 836 7
12191 9725 10
13423 12589 10
10556 5190 3
5559 12119 8
9311 6509 10
12573 12214 3
14568 10120 3
4556 1953 8
11274 2274 1
14104 7258 9
2133 4449 4
6812 9224 5
14393 4781 8
747 10340 7
6594 11004 6
8846 14929 1
9368 14497 1
2473 4053 6
13192 6680 1
12623 5784 1
10593 7917 1
3289 6081 7
14925 11827 8
1752 12574 1
699 10521 7
6154 4367 6
176 5087 5
12966 7560 10
10414 5753 10
10136 9728 7
2116 5321 6
4898 8610 8
1905 8536 7
10044 1640 3
13524 2339 4
4360 14846 3
1477 22 1
13091 4341 3
5111 14755 8
3810 9891 6
5998 3359 10
1104 8258 2
2291 1515 10
13009 11559 1
6301 1436 10
1467 12148 8
7351 13626 1
3323 11717 2
6856 8180 9
13845 3343 2
9211 9341 3
1250 10445 3
8251 4088 8
141 2097 10
8671 14751 6
10892 7570 4
12960 14921 10
6402 9597 10
4185 7805 10
1723 6650 3
6856 861 7
348 8463 2
8451 1715 1
9420 8208 10
6949 8231 1
12266 4123 3
8380 8435 5
9471 14837 4
13632 4022 9
4622 12097 9
5306 10305 3
332 10654 6
12156 10457 3
6716 11229 3
1077 3179 4
10190 6797 10
11872 177 7
13476 1001 7
7381 14633 9
2739 10607 9
11100 7266 4
5322 7598 10
14359 4754 9
10112 2822 9
11776 3900 10
6672 14090 7
5691 2314 7
10849 791 8
845 8172 3
1216 2264 1
13684 13364 7
12809 3686 7
13941 9397 4
10529 4509 8
9699 7638 8
3400 14310 10
3899 11353 5
4575 7202 8
12604 14400 2
5266 616 8
8536 5652 2
10424 3461 10
4911 8754 8
1856 10636 9
1623 5335 7
5291 88 9
5752 3987 2
8528 8562 7
3447 12518 7
12891 2784 3
9598 2673 5
4670 4449 8
1131 9360 3
638 11216 9
11007 12840 6
5365 9483 4
14034 6587 1
4055 6468 5
7631 9915 5
1959 14158 10
5551 8757 5
6147 4779 4
1557 5910 7
14369 6549 5
14169 8908 7
10656 14273 2
7232 4659 2
7794 8715 10
1919 7698 7
6265 9658 6
7044 6561 5
8200 12709 4
13806 14266 4
13772 4987 5
1306 10508 5
14385 6164 1
6946 13396 10
12447 6191 7
768 14462 6
14005 5727 6
2752 4124 7
256 3676 8
2539 2482 6
2084 1254 5
14531 8913 3
12237 8298 10
9217 6596 8
10857 10396 1
12563 11164 5
13320 1521 5
87 4273 1
2064 10881 7
14453 4772 10
11109 13209 6
10455 4092 1
5310 1329 1
12681 10547 8
3448 12756 6
13111 1671 10
13587 6344 4
4791 6431 9
12823 14847 1
3180 14301 5
2371 1762 4
9168 3569 6
9879 8879 6
10239 6560 5
8548 1361 3
2253 14472 4
13475 13059 10
11218 9203 2
10938 13378 9
6540 7910 2
6915 10281 6
11850 4450 6
14526 5681 5
9883 920 6
787 9469 9
2151 11722 1
13834 10197 2
8214 12767 7
377 8706 6
7387 6598 6
13699 13513 10
4476 10364 2
7471 1242 3
10698 11125 5
5485 3264 4
1633 5415 9
3605 10601 8
3636 10167 6
10575 10544 4
892 9284 2
14119 7983 8
7628 3811 2
3291 11283 6
13283 6981 1
6900 3818 7
3633 5451 2
3441 9056 5
4799 4044 3
10276 5971 9
811 6863 3
6592 5983 8
8591 4963 10
14602 14607 5
13207 12890 8
14289 11142 6
3635 14776 9
4748 9569 7
1463 5720 3
14697 996 5
14827 8159 10
9242 14752 5
2991 14695 1
9200 5650 8
9396 10209 10
1573 9499 3
3920 4486 9
3070 9235 10
11276 2050 1
14879 1747 9
805 1574 9
14946 2168 3
5071 5160 8
6511 14360 8
7558 109 8
4199 8034 9
5631 11955 5
13191 25 2
321 2654 2
14523 8885 9
6073 9690 6
5783 988 4
5245 6059 4
10755 3922 7
6914 2832 8
13283 7032 2
14151 4015 9
10858 2207 5
1799 8880 1
9791 8403 6
10881 5828 8
13546 11612 6
9732 1857 8
11077 3964 10
3135 2231 3
10302 514 7
10504 6018 2
14012 1876 9
8898 10027 1
12790 4818 6
4215 7052 5
3034 11950 7
2842 6682 4
61 9112 1
9850 12247 2
13824 7550 6
1182 9406 6
1204 8418 4
9784 8669 2
12245 6459 2
14460 2027 4
7504 11413 7
12160 14255 9
10026 5668 1
3208 519 9
7269 5695 1
3196 6878 7
11494 14434 7
6667 9218 6
3220 12815 8
4592 3628 7
4367 2484 10
1093 5997 8
10854 7375 6
14726 10583 7
846 9204 3
9516 12400 3
3944 8894 7
6791 6914 7
9658 10134 3
10337 6078 3
13043 10446 7
12163 2891 4
1890 13745 9
3637 4824 4
5904 5670 8
5218 187 9
11410 4131 5
8388 2274 1
14584 11933 6
9948 7270 4
8940 5314 2
1769 8829 6
594 2071 3
6795 5708 7
8578 2964 8
4566 8182 5
4306 4592 8
4292 12980 3
11193 3917 8
13228 13865 10
12693 14158 6
13957 927 5
3112 7873 8
12364 14668 7
11441 8247 1
7540 4165 6
12474 8471 8
4243 12763 1
13287 308 8
4264 13536 5
216 2582 5
1481 1539 4
2928 11003 8
6445 14719 6
671 2512 5
4214 10052 10
939 13878 3
8608 3122 7
5610 1409 5
6529 12026 4
6314 12242 8
2960 13723 7
534 8003 2
5981 14449 1
2448 6472 4
7163 2038 6
7394 2977 5
1097 2938 9
13915 8548 10
5689 78 6
8704 12744 10
14301 7056 4
12789 7590 9
13632 13571 8
7843 1020 1
4566 14535 9
2693 6929 9
14699 8026 9
14827 13293 7
7717 3983 7
3984 4039 3
12494 9693 10
11079 13834 10
2667 12467 4
8705 5310 6
12567 1228 3
3467 3921 2
12345 3621 1
513 9800 4
3582 2517 9
13080 6502 1
11675 3996 4
10974 6427 8
9215 9094 5
12380 2799 7
1565 6718 5
11637 10186 9
4991 13883 2
12723 5749 2
3748 9331 2
13757 13763 4
10509 10438 2
10602 12764 9
881 6980 5
3628 10712 7
11684 12278 5
12321 267 1
8231 11610 5
7762 9333 6
2093 13082 9
5294 3191 2
6349 13700 3
2752 9302 7
5582 1535 9
2507 5163 2
8583 8200 2
6377 11873 9
5710 5104 10
3926 12866 5
7891 6311 7
12539 11606 8
7302 9307 8
12504 12060 2
471 2642 10
1769 11501 5
5132 5084 5
5773 2814 10
13034 8524 4
10553 3802 2
109 11693 4
11396 584 2
10873 7886 9
403 5391 9
5586 12214 4
12305 5335 5
540 10468 2
3326 1241 6
2986 14275 2
14101 1180 4
8083 1290 7
14728 4038 3
2979 6263 9
537 6666 2
1508 3605 6
5121 910 4
11587 7802 2
8138 11129 5
13855 5467 3
13096 4568 5
1139 4003 5
7227 3731 5
13899 6710 9
13458 13600 7
1111 108 2
979 5229 5
6182 8168 7
6853 1307 8
6469 162 5
5361 4611 6
11786 5750 9
10852 12978 1
13957 3229 3
14677 8039 3
7063 9151 1
9407 10130 2
12661 1312 1
69 14517 10
13607 5986 4
8963 2700 5
8888 14486 8
4169 1690 8
3181 647 7
255 324 7
4578 13740 8
360 8147 10
1372 5808 4
1904 12229 3
10095 2188 9
9800 11152 1
7765 11392 7
9184 561 10
8581 10094 7
11207 10350 4
6873 14928 4
3042 6640 3
693 14364 3
14656 7620 2
4488 2715 1
6659 12516 3
11529 11633 7
7238 5817 1
4637 14398 5
9035 1957 5
13758 183 5
8573 3225 6
11535 3919 2
3009 9927 3
361 14416 8
6253 6075 6
1945 8956 1
6733 1194 10
12083 12183 10
12528 6219 8
14674 11329 1
8101 11255 8
8168 14142 9
7599 2152 7
14651 2513 5
771 8766 10
5758 2063 8
13731 148 3
12520 12232 8
2060 1112 7
8557 7138 9
6589 6591 4
14198 14759 6
10727 13711 10
8535 4714 5
5759 11837 3
410 8948 8
4017 7679 7
171 5199 1
8509 7259 3
14417 7168 3
1655 5109 5
6500 4308 6
10488 35 9
1627 8570 4
1632 5681 3
1754 6091 1
1644 10108 10
10330 1632 10
7600 1493 1
12334 910 2
9206 8918 1
4022 418 9
13598 2258 6
4588 3886 8
8941 11870 9
7836 4976 10
9326 6620 1
3496 8302 5
9217 902 8
13549 13236 8
10050 13795 6
11661 2817 7
8931 7767 5
6237 12356 3
9816 12649 3
12725 5485 2
13076 6164 2
14888 1012 7
3332 10229 9
8269 130 8
14117 10181 5
5234 13194 4
3122 13477 4
3269 11066 2
7301 5883 1
14556 9960 9
11787 8036 3
6990 7925 5
10496 2609 6
6257 10879 6
6606 1348 9
5750 12934 5
14063 1057 3
6496 4326 9
2637 2979 4
2780 2535 4
14760 5674 3
11552 12665 10
708 14513 9
6445 5770 10
12312 3728 8
13361 9478 5
10307 14894 4
14379 6390 2
5870 380 1
3243 9512 9
1929 9272 3
8651 12176 10
14650 12884 6
14610 4329 8
10450 1641 7
13989 6354 5
6815 1662 9
698 7393 2
11611 4615 4
4152 14211 6
11932 1140 10
10386 1143 6
6506 7145 2
14843 6755 3
13950 8557 6
1786 7547 1
5453 14362 5
9013 6413 8
3964 3024 4
11999 13528 7
8194 1812 7
5013 12199 10
5360 10057 7
3591 9900 2
12503 8850 10
14409 10637 9
14021 7442 3
295 1455 8
314 5420 3
4949 8771 3
8795 1966 6
5133 13331 5
2614 10044 2
7240 13635 2
3622 2491 2
14913 1900 1
3751 921 3
4655 7568 1
11973 14234 3
13667 4184 4
13889 4331 2
924 9465 6
6510 12079 10
801 4320 5
11344 14294 6
738 14207 8
768 9310 1
14593 5317 9
6225 2290 4
3277 7309 10
9100 6199 3
8242 13475 10
12067 4986 10
2288 12139 2
14792 14836 8
6140 574 7
5739 7694 9
6260 13639 6
5700 4864 9
4375 8141 8
13586 8594 9
12129 1836 5
11488 5255 3
14279 7543 4
12742 13687 10
10499 11179 4
13815 1919 9
2793 14531 10
12089 5231 5
6379 9607 6
1626 8193 10
777 11674 8
13403 8163 5
7367 13794 10
13470 11537 8
10762 7036 9
2275 5852 8
7835 14997 9
12035 12086 3
12451 9817 10
6008 11444 5
8160 12221 10
12147 1976 5
4094 9343 9
3583 7813 6
8112 3575 5
8821 12203 7
2800 11390 4
4959 14777 3
10053 12228 10
9754 9589 6
2648 2749 9
13569 14896 5
9005 10342 8
3236 13926 4
2651 13390 1
455 7211 4
10463 10012 7
5469 6323 6
3913 1376 7
12174 11130 6
1880 5130 5
1510 10052 3
11765 10409 6
7714 13645 4
11477 7649 4
10168 14456 8
12413 9920 10
11049 6741 5
7167 10654 1
513 7828 3
3448 1060 5
484 2571 9
12416 5688 1
11043 13402 6
14948 1232 5
10892 11400 4
5399 8813 4
1270 11215 7
3464 3382 3
13386 10247 3
10790 5047 4
4676 5531 7
14967 9299 7
5667 5343 9
10012 5291 3
13359 7535 3
1162 4286 9
5237 5556 6
1053 372 10
5227 13758 7
2229 900 4
292 5577 7
13630 11896 6
2656 2563 9
11437 3927 3
6449 8638 8
4214 1152 7
2144 6389 3
11289 13794 6
6520 4021 6
11998 6251 9
7523 12895 8
8579 11526 4
3934 5534 7
10985 1971 6
14679 14773 5
10908 10339 9
11424 12483 9
2497 124 5
294 6644 9
3201 3642 2
7009 2517 9
7746 11096 7
5379 6382 2
11927 8719 5
13755 8398 8
2869 4307 7
14487 7083 2
8847 9580 6
8354 1226 2
3234 4428 6
4365 11437 3
9743 10536 1
3000 915 4
8143 4195 3
257 2950 4
13497 12171 1
7075 3010 4
13137 3210 7
10674 11564 5
14856 14798 3
5383 10515 3
7076 11610 1
11216 5962 6
13091 14105 3
2334 5715 3
6327 4212 4
5979 2639 7
12714 776 7
5382 11451 1
14277 2659 1
3951 8042 8
5063 6470 8
8063 9039 1
3331 7130 6
2793 816 3
11558 13495 5
2493 10826 5
11439 8541 3
8595 13923 6
8667 4552 7
8537 8504 2
1626 4919 2
14974 4335 3
4284 7666 6
14051 1811 2
5886 4721 10
10580 7215 6
9266 3654 7
81 3602 3
8698 12269 5
4975 12159 9
646 13785 1
9139 5111 6
11672 747 2
12687 6151 5
5870 12037 9
12549 13969 4
6407 14588 10
2453 14669 4
10127 8367 4
7354 4694 5
13084 11692 2
8734 5832 4
8719 8856 1
7722 12895 2
14889 10117 1
11777 7667 1
880 14074 9
6341 7879 8
405 9359 7
13090 8065 4
7934 6149 6
14267 6236 8
4360 14955 6
1553 14030 3
4896 13919 1
5277 10696 10
4627 2928 6
3565 9269 5
8524 1026 6
13202 14116 1
7575 7050 1
13641 12670 7
1890 2030 4
5348 9935 4
6700 14832 3
3170 11461 1
13659 7440 9
14574 11005 9
14721 10881 5
9226 435 4
3149 8011 6
3221 13004 6
9529 6246 7
792 11594 4
12438 3295 8
1650 12817 9
7911 2829 9
8451 2403 6
11909 8476 9
7746 9055 5
2699 12204 6
11054 6777 2
2080 1306 8
1488 2098 3
2183 5888 10
2711 13891 7
14699 13154 6
10480 6605 2
8617 9867 10
2636 2613 5
12090 11664 1
5907 14070 8
12728 7502 4
2147 342 5
11809 2526 3
7470 5237 4
9597 11288 8
5904 13120 6
10967 6738 3
9507 9374 8
2101 12816 4
13252 3723 4
7531 7803 9
11765 1302 1
801 13112 9
4373 11934 8
13189 6531 7
5158 3788 9
3733 14755 7
12175 9262 1
5934 2716 9
11357 7320 4
851 14851 7
10551 11616 10
14241 12417 4
11810 8143 8
5967 6332 2
2765 2842 2
12684 6576 7
14340 10103 2
1723 7390 8
8273 3747 8
3547 10950 1
12975 6501 8
8706 12095 7
2549 8905 10
14679 6224 4
9692 342 7
14845 13026 5
4753 3718 10
3924 11793 10
12163 5067 8
12722 14966 10
13133 12941 2
1512 6648 7
2308 549 4
2600 6580 10
575 1272 2
1393 7469 10
139 12223 1
8989 7499 6
10228 4663 5
6567 8737 1
13857 13222 3
12648 14734 1
14886 8395 10
2381 2347 3
11100 9274 7
11514 10668 7
9953 10807 10
9815 11148 9
6471 6377 4
14545 12944 2
13938 3153 6
4920 7153 1
8902 7039 8
13433 9420 7
9545 11873 1
13282 8387 1
9488 3340 9
9269 13156 7
10197 10979 6
7141 1876 3
4174 814 6
14429 5734 10
771 5988 1
1860 4422 4
5296 5319 7
3007 3601 4
2737 4441 4
4627 13710 2
2666 8908 3
7081 7401 10
7145 2927 4
10363 2356 1
14382 9480 1
8144 11340 3
11327 1637 3
11383 10996 6
4826 5085 8
7962 1065 8
9253 10083 8
12876 8516 1
9727 662 8
7392 11025 7
10792 1759 7
11533 9903 9
8047 6231 8
9881 2614 4
317 13793 2
1546 6755 9
1485 1008 2
1685 5236 8
9285 6315 10
11165 13708 7
401 852 6
14117 3737 10
525 11785 3
1275 13018 7
6668 4687 2
14851 6233 7
9099 14071 6
13430 756 4
2630 1393 10
7491 12558 10
8378 12959 2
11023 3428 10
14924 10306 7
10056 11581 5
14155 9601 3
2046 9453 8
11693 9904 9
13700 14687 7
12295 2317 1
10854 9808 9
5825 3186 1
10297 5562 9
3506 5486 7
14852 543 8
9216 6050 2
14620 8096 7
11258 11141 1
6966 9841 8
1135 7137 7
5345 9343 8
13465 169 4
10897 10466 8
11758 5324 5
7924 5176 10
7024 5744 10
725 5365 8
10231 7975 10
5993 14941 3
10091 7428 10
14209 12773 6
13136 2591 7
6602 13488 5
5629 10246 9
1495 3171 7
12904 1547 3
6715 2272 8
8623 3855 3
13024 9848 7
12266 11291 5
9998 10501 1
2073 14989 4
669 6591 2
7435 3573 9
13173 5068 2
6791 2973 1
6153 1040 3
2233 9663 10
6287 7687 8
1635 11306 2
13060 6304 5
4962 8377 4
14455 398 8
13788 7833 1
8368 12358 9
6119 4149 4
11769 1654 5
11043 3887 10
5524 10175 10
3502 11810 6
10475 1222 10
12949 12536 9
6764 3343 9
7171 2132 4
2503 10500 4
11552 7972 3
6277 11093 9
10691 7137 7
1121 12661 4
5590 7515 6
12717 9342 1
4796 7291 7
2956 5408 1
7866 3931 5
5609 6435 5
7062 9339 7
4016 616 3
2624 2660 10
11472 10133 3
495 723 1
14033 4792 3
13793 940 7
11089 3896 5
3081 11762 8
12205 8723 3
8182 7137 4
12130 11153 3
12172 5129 3
10703 1602 6
6896 8449 1
1956 7482 3
12710 12627 5
756 8717 1
562 3150 5
4300 6708 10
5824 14890 7
8040 12020 10
10872 545 1
7716 11248 5
14693 3144 5
13745 11452 9
2589 9163 7
7373 1271 6
7405 8186 8
4199 3838 6
1068 9662 6
5074 9054 9
11585 11278 4
8225 3994 2
12820 10039 9
2216 136 1
5446 2725 6
6304 10098 10
7231 8855 6
11309 13054 4
7094 5474 8
9122 1900 3
14522 4837 3
14115 4415 10
1308 8587 9
6646 10803 6
14789 7601 3
8446 13906 4
3375 6137 9
6490 8798 6
13443 893 10
12763 1367 3
