10000 50000
3576 8999 4
1563 6416 9
5350 4953 5
6302 1229 10
2992 5233 7
7061 5208 1
7755 6446 7
7887 3185 7
7222 3452 1
5329 8723 3
4241 2299 4
9506 214 1
7624 1916 6
4269 4571 6
3040 7563 1
316 4624 1
4008 8731 8
2024 6618 5
8572 192 7
8814 1874 3
9339 6115 4
8862 5622 9
4802 3246 7
8400 3867 8
3227 6908 4
3287 7224 10
4908 1233 2
9327 9609 2
3283 4534 5
4340 9700 9
472 9039 6
1607 7902 8
6605 9056 7
6224 7456 4
4061 683 4
5814 323 1
8544 1583 6
6357 910 7
788 4193 1
5412 4885 4
8262 1709 3
7228 3317 7
8167 6274 4
8705 2498 2
3111 2912 6
4424 8726 1
5666 3622 4
8141 9979 6
6578 7120 1
5900 2532 7
4923 7147 8
9338 727 5
1654 5246 2
3027 3952 10
4561 7063 2
426 7839 1
9318 3506 3
3441 1647 5
1178 4577 5
3108 478 9
6276 1753 6
7506 1091 5
5700 2746 2
2873 2125 4
2545 6686 9
8776 3464 10
6438 2782 6
7723 2575 6
8987 105 5
3723 9566 3
991 5842 9
1759 3348 10
3253 5401 8
6346 8274 6
3391 819 2
7499 5948 9
5799 8738 3
3956 6461 1
3761 1800 6
848 5523 2
8412 2867 7
7730 4626 5
4492 4231 8
3999 578 5
1984 3969 6
3008 7821 6
7496 9972 5
1118 3928 8
3668 4042 9
2676 4890 4
4897 3302 3
9313 7385 9
3430 1877 3
9299 5876 3
3443 4213 4
1111 7221 7
4726 1069 9
3432 8539 8
8600 2208 2
1920 4884 2
7115 6133 6
5178 5447 1
4218 5229 8
7490 4528 7
4044 7972 10
4568 9083 3
5616 161 2
285 3594 3
8882 2194 1
7873 466 7
8106 7581 3
1641 2759 10
8914 6978 9
1711 820 7
6737 4865 1
2328 5785 6
1492 1401 8
1725 1686 2
498 6920 8
7830 1145 4
6399 5603 5
1101 7245 5
7602 6159 3
2980 4222 3
9238 7312 10
9821 5992 5
9486 7485 9
9313 9210 5
2734 6060 8
1053 3891 5
3486 290 9
3501 1391 4
6275 8993 5
2379 8325 9
9303 3915 1
1093 3736 4
5019 9575 1
347 8888 3
3714 7975 4
4001 9028 7
1785 2515 7
1525 2368 10
8510 8643 5
1654 7374 2
1725 6677 9
2755 4122 6
6130 5494 1
3342 5841 1
9765 5907 8
8600 6260 9
1326 4398 4
694 5923 2
7805 4434 7
261 2440 3
1042 4165 2
2090 6921 5
3227 9403 9
3939 2746 2
9892 8863 10
3819 7463 10
3127 8789 8
1302 5835 2
1845 3640 8
7383 3901 8
295 1295 4
2589 9737 7
2653 9317 10
4563 9608 8
8666 9500 1
2325 9672 6
8597 9151 7
2914 6806 2
9507 5003 2
534 2387 5
354 9034 2
7987 1623 10
8893 628 7
5554 1543 5
4962 210 8
9584 2535 10
1670 1132 3
8896 399 9
8310 6258 3
1363 3145 2
8318 3499 8
2919 1486 2
3610 6731 2
3618 2285 6
3235 3599 6
2352 9536 3
7493 7558 8
1785 2806 9
9236 1116 9
5338 2480 4
179 7150 5
406 6421 3
8609 32 6
3793 2 2
4168 3237 3
1105 5589 9
577 9434 9
7534 7572 6
7594 6808 2
3913 2146 4
9728 8677 4
9043 5435 8
2547 397 10
2783 4190 4
5304 8358 2
4128 5815 3
2489 6392 8
8407 279 10
7132 7873 10
3326 1786 8
8351 1515 5
527 6910 2
9124 9457 9
4105 2240 1
9088 3896 1
7309 4377 6
3824 6866 9
3421 1625 10
6942 5110 3
7271 4788 2
2450 3139 9
9954 3666 9
5597 2790 8
1638 3247 1
1868 2336 9
6809 5997 6
7564 9821 4
1064 3242 10
1195 6536 2
2848 159 10
8991 2609 9
6649 8915 8
7569 4513 10
4298 6151 8
3268 4371 4
2487 1180 1
2434 5097 3
9248 2513 7
4039 3709 6
3940 2909 7
8629 1900 7
2809 4901 4
7008 8822 9
3998 3120 10
4235 2741 4
3160 5228 6
8082 4014 3
2826 9614 9
7165 3653 8
8040 3945 7
5426 8926 9
1774 8088 10
7038 5096 2
9518 9094 4
8150 9681 5
1153 9193 5
1688 3628 10
3673 2806 4
8171 9971 10
6378 4363 7
3846 6142 6
3214 4268 4
3835 7658 10
3278 7177 7
5841 5327 10
1146 6480 4
8030 8168 4
5281 1841 10
2147 6364 2
9018 2742 7
9834 2940 9
5929 2506 8
6464 6341 8
5744 5971 5
6822 1813 2
7581 9311 2
3886 3693 3
3819 8975 6
6559 1122 1
5622 6492 5
5400 6326 8
4969 8608 4
5158 5072 8
3005 7168 9
8030 3990 4
4733 7924 5
1565 1810 9
9269 1982 6
8814 4893 8
1076 515 10
6081 5915 8
378 7236 8
3533 8746 3
3030 8104 1
4851 6134 4
8484 7219 8
7781 8784 10
771 4405 2
2736 3220 5
2175 648 10
8106 6729 8
363 3459 6
3933 6993 3
2575 6375 7
8385 1226 3
890 6063 2
4967 3844 9
7207 4615 4
1428 7351 6
6895 9526 5
6524 7632 6
4773 4347 8
6611 8280 3
843 7207 8
9531 1945 7
4353 2835 10
2746 4155 6
6276 1362 1
7860 9142 4
5367 6037 2
7171 8914 6
8409 39 5
3106 6650 8
7500 3845 5
8269 3376 10
265 4081 6
4676 6828 1
2931 3104 5
2153 7316 9
5078 2684 7
7529 6207 3
316 968 2
7451 426 3
9218 7926 8
4544 6196 7
5464 2813 8
5571 7490 8
9833 6773 5
5457 5279 3
6575 357 9
83 4239 7
2505 4555 7
1319 8358 4
6783 3928 2
6092 8473 10
8778 289 4
1898 5860 6
8197 5693 9
3953 7502 10
7026 429 8
9134 513 9
3802 9370 6
9439 7041 5
1854 176 5
8547 6269 8
1437 1399 9
3492 3297 9
3037 7847 4
5707 1800 6
3657 8826 8
8316 4313 1
7214 8115 3
7019 3906 7
1535 2112 3
9980 660 2
3249 8449 4
6808 8293 3
6226 1330 10
4042 3389 1
9359 3398 9
5106 1714 2
7718 5280 10
9701 2300 8
1429 187 1
6981 167 3
5155 3417 4
4728 225 7
3950 2803 9
1020 3197 10
6242 2557 9
6642 7663 5
1356 5382 6
4185 1435 8
7272 2864 5
8824 6197 5
7388 1352 4
753 6080 9
2411 31 4
5399 7403 4
8129 9997 1
609 6639 4
1155 7995 8
630 8532 5
5109 2157 9
9776 981 9
4610 4722 1
9213 1827 4
393 4239 5
728 9638 10
4261 4119 7
6703 1080 8
457 2236 4
2296 9218 6
5571 4328 3
8061 456 7
6749 1418 1
3142 6983 8
5615 7376 7
4471 4456 8
730 5070 9
3338 1773 10
2585 8582 6
6180 879 4
8308 2802 4
6240 863 2
7858 3965 10
4198 7107 3
8718 9074 1
1124 3545 8
5873 627 8
4742 317 3
4691 2902 6
3228 5435 5
983 3743 7
9419 6335 2
8310 546 9
8620 1096 8
2264 9814 2
3285 7291 7
5114 3164 6
2013 7906 3
685 2597 8
7940 2177 3
2426 3161 8
9714 2580 5
7866 7242 1
2686 5862 8
4614 4479 2
5615 7764 3
6514 2878 10
8039 1243 6
9882 1928 6
7331 6221 3
3863 8647 6
490 8362 6
9804 2580 9
6017 5266 3
6974 9880 2
4097 1848 8
8512 8362 8
6091 2753 1
1576 8987 2
6011 6318 3
8976 181 10
5101 7023 2
159 3180 2
2459 5549 9
6973 2523 1
9615 2972 9
2724 1484 3
8712 7575 7
2294 9152 4
7805 1515 5
9537 6843 8
9917 8297 4
5010 8456 4
6332 915 5
9272 7888 8
2092 3855 10
3113 6580 5
2495 1644 2
4631 3938 4
2107 8096 2
5901 7633 5
6228 7550 2
9931 8913 10
3166 5245 7
1950 869 8
9609 9313 3
241 2426 5
2357 4922 1
2048 5905 10
7244 8012 6
3955 265 1
3861 6494 4
2065 2777 7
8724 5944 4
2651 4246 3
818 3856 8
9192 4097 7
499 2806 1
3449 4854 6
6690 2098 1
8027 6053 8
6998 6267 2
9871 8332 2
8009 7056 8
1392 6059 4
1996 6877 2
1913 2422 1
609 2921 7
579 6370 2
2807 9413 2
9399 7440 8
6256 4438 5
5960 661 7
8441 5022 5
3218 6414 5
8593 4762 4
7825 3028 6
7505 3637 7
6344 569 10
3685 9728 3
5828 9127 3
4025 5383 4
8489 7695 7
7637 6136 10
3842 5706 6
2458 4300 9
7951 8477 7
2219 5982 6
9407 8678 7
2966 2363 5
2290 4544 4
9055 8569 10
6610 3411 5
4826 1048 4
4417 1242 10
423 3700 2
7543 8004 9
1339 223 4
1476 9630 2
2183 2597 8
8969 1239 2
4883 294 1
8884 6904 4
4228 8083 3
2061 8852 7
5601 5627 10
6144 3170 4
8813 861 7
3816 2338 7
7497 873 6
9894 9842 6
6835 1077 2
8698 9961 9
3971 4190 4
6645 2603 6
6914 4556 4
883 701 6
2856 9514 8
1404 3330 8
3230 7179 1
358 7074 3
8725 261 1
3738 8959 2
5656 9283 4
8361 2280 8
3567 9194 4
752 6429 5
1107 9285 1
8676 689 1
8583 272 3
9363 6982 7
6338 2059 10
8038 5797 2
6051 7806 5
4607 6167 7
9414 6086 2
5129 6838 1
1546 4298 9
7476 2974 10
3089 7910 4
5881 7273 8
2099 3611 7
8578 8001 5
369 4053 3
7795 5012 10
7502 4426 7
2755 5907 7
4437 3805 7
5405 7634 2
9767 723 2
4400 2956 7
2368 1407 9
2394 6337 2
4570 6707 5
4552 854 7
7054 4708 5
5642 7463 5
7420 1901 10
3497 3658 4
8900 3425 9
2213 7826 7
2799 6546 4
3349 8940 2
1901 9863 1
857 767 7
4826 7821 6
9572 9815 9
226 7236 2
1038 733 1
9483 5985 6
5004 8198 4
3480 997 10
9716 699 3
5937 2600 8
1569 3457 5
8055 4635 9
9250 4208 4
4261 786 10
1172 1824 5
8094 7660 2
8442 2664 10
2967 6144 10
4039 5860 9
4051 8149 9
278 9718 8
3624 4126 4
4792 9728 4
5776 3989 10
347 1514 7
2004 5960 7
9645 4402 3
5485 3722 7
5026 7761 10
8914 8164 9
1754 8442 10
4403 8418 8
1688 3211 6
3181 8987 8
1813 9334 4
8621 7690 4
6737 7336 9
221 9173 1
3497 551 4
5338 9465 8
5329 7571 2
1390 8326 10
1577 15 1
1492 9548 8
8101 7713 5
6224 6334 7
308 9423 3
1498 9644 8
58 9494 9
2731 4832 6
9920 161 9
5551 1551 6
9600 9480 1
6861 7325 1
9460 5426 5
1394 1651 9
7371 8311 3
7035 9809 7
2225 6219 1
1613 5302 6
3171 5222 7
2299 773 1
9754 373 1
3576 7234 6
6947 3047 5
4383 4441 8
1801 8164 9
4995 1552 10
7834 3777 9
166 1742 3
7331 1265 5
1010 3565 10
2592 9671 3
3654 9600 10
2042 6547 7
5856 7282 10
7673 5435 7
4153 431 9
442 4617 8
9302 1135 10
3464 4819 8
9200 5829 3
5709 4773 6
2591 8427 6
9412 6821 5
9280 2677 7
3590 6702 3
2416 855 6
9146 7649 3
9653 6951 8
8254 6767 7
8121 5967 8
7905 1676 3
3713 620 3
2768 32 4
4723 5665 4
311 9255 6
4983 8023 4
2790 3521 5
8862 9526 9
2422 4132 6
800 8606 6
1360 2863 2
6692 6576 4
3156 9345 9
90 420 4
6053 731 1
5070 2067 4
1295 4857 7
1522 72 3
8700 2494 7
8997 9646 3
5262 7358 7
9556 403 3
4469 3559 10
5767 3649 2
2730 6054 4
5300 7477 3
2245 5124 10
2711 6646 2
9055 5346 8
9532 696 7
8614 5958 5
6912 5514 8
1787 9984 10
6006 5751 1
6998 4834 6
5073 134 5
5215 2380 9
6566 1443 8
1638 6851 6
1907 6383 2
8175 1349 1
5450 8262 5
9479 49 1
7068 2407 3
4659 9405 9
4656 830 3
2130 6045 5
1080 2612 1
6677 602 2
3973 8861 5
1964 7037 6
2266 8839 10
1731 8318 9
3883 5387 7
5435 6398 4
4525 1054 7
7398 9536 2
5354 616 6
4754 3646 10
7357 3971 4
6343 5935 3
6679 4554 2
1628 6285 2
2979 168 1
6737 1956 9
6252 6481 5
6598 231 1
2990 1938 10
4697 3044 8
3359 402 9
7234 6745 6
8146 9776 10
7897 1405 7
2318 736 8
8479 7473 6
7389 3725 9
7354 324 1
3206 9666 1
6027 715 5
2494 426 7
2932 7660 5
2010 5806 1
5641 55 8
5558 8726 4
8347 7205 9
3092 946 7
670 8300 3
4832 7859 1
932 3886 6
77 6381 3
9623 5665 5
8619 4027 2
1040 9669 7
7569 5227 3
8483 3574 10
9573 3018 7
4389 3688 9
5881 8521 8
3391 9453 5
7969 5882 8
2973 1858 3
5637 477 3
460 7869 2
5339 5439 1
8943 274 7
9753 9847 5
7861 589 3
621 2822 6
1241 2566 2
5747 535 4
6634 9860 2
9538 5497 2
6470 2310 1
3071 7649 10
7603 6592 4
5709 6345 4
6833 558 3
7998 7532 5
7683 8773 1
9526 4520 8
7252 7506 8
6835 3396 6
6896 9867 6
4827 9290 7
4548 6894 9
4544 8955 7
4387 5789 7
4819 139 9
8073 4174 2
246 3701 4
2953 953 10
5521 7788 9
9938 1037 6
6665 2216 8
1041 6764 4
8361 1308 10
2027 2047 1
2604 6866 2
712 1292 6
3946 7890 9
1699 843 4
3311 2716 5
8319 2654 2
9546 5671 10
6415 3064 4
6531 1426 5
5602 3453 4
6814 2409 1
8165 3122 5
3690 3420 5
5621 5119 10
8504 4782 7
5528 9453 3
9941 5351 5
6570 8119 1
6316 4650 7
3722 252 3
3175 7066 2
9495 5231 6
9811 5273 6
8017 894 8
7067 5751 10
8833 1279 6
5957 1221 9
8753 7791 8
4614 4107 8
1900 7829 2
8992 1005 10
4846 6852 3
3821 3016 7
6217 1033 3
84 8100 4
5085 3285 6
5892 9243 7
2051 7996 10
2680 8962 10
7960 863 1
3491 6207 8
2441 7405 1
9325 1227 9
5131 3796 2
4536 232 5
9691 1669 10
6126 7562 5
134 5965 4
1934 8645 6
4193 6605 1
633 6449 9
4431 5242 6
1433 4567 3
1451 6051 1
8854 587 3
4358 278 3
9500 2757 7
236 2891 2
8969 4825 9
6665 5370 7
7927 2356 6
5397 3139 8
273 924 7
2727 8727 8
8978 7581 7
5460 8292 8
9964 4144 5
2030 4380 6
6413 3350 4
9442 6367 6
5428 4294 4
4215 9692 3
8244 6317 9
6840 9044 6
7840 8022 10
5778 9835 2
3995 6151 6
4969 4534 6
5187 947 8
6582 6741 7
3347 8521 2
8821 9088 6
3785 7332 3
9674 525 7
641 8365 2
9190 4143 7
2383 4491 8
9720 5812 2
5086 999 2
6505 3933 5
4292 3633 7
2725 2454 7
850 2591 10
1644 8617 5
1482 9259 2
9343 8449 7
7039 7185 8
7239 6905 1
1972 1991 2
4005 4849 6
2780 9141 9
6428 8218 5
9164 5420 8
5585 7064 6
2531 8546 7
7842 7890 6
1 1281 1
298 4872 7
2760 3197 10
2574 7202 1
9969 6334 4
7349 9114 2
3535 4631 2
8664 216 6
6059 9100 5
9065 6942 5
6873 6943 8
1865 3594 1
3763 2706 8
4005 5280 2
5447 1601 9
6031 8950 3
1184 8837 6
5406 7502 5
3043 9913 5
9227 5331 9
9653 8556 5
7713 6773 9
645 537 5
6774 894 8
105 6341 9
2475 8724 2
7608 9909 9
75 5315 3
2759 4710 9
4543 290 2
5974 6295 8
4348 4008 1
2668 4653 10
7342 1427 4
3649 7885 8
7910 360 2
1121 4320 1
3169 4396 8
5424 3507 9
3944 4403 9
7795 377 6
202 4725 5
5734 7393 8
1804 1087 8
5119 1089 3
4776 8999 3
3158 120 6
7800 9641 2
7758 1417 1
8778 5361 4
88 3156 1
7693 9710 8
9307 5445 1
1927 3601 1
5974 8720 10
4258 3497 1
2902 3007 1
5867 807 4
9580 4917 2
6801 3695 5
8424 3783 2
6777 1477 4
9854 7136 9
6677 9063 2
939 1389 3
9938 5647 2
640 4902 9
5110 769 8
1925 6702 8
3806 9855 3
7401 8279 9
504 1408 8
3317 7615 4
7928 4292 10
6139 1583 9
9423 7873 9
6204 8513 3
2344 9975 4
9292 1900 6
7509 5707 1
5773 9460 3
7821 6316 3
7698 5985 8
1064 265 2
3493 2757 5
3663 2180 8
5833 8385 1
2905 7081 6
7099 6373 7
4346 234 6
1449 2360 8
6831 6533 4
9973 584 9
7083 1648 5
8484 1493 4
1469 1508 4
2326 7342 1
8049 6599 3
3746 50 8
1344 4397 5
4649 5846 5
118 9029 8
5551 5354 2
3322 2437 2
1358 922 7
2151 8743 6
5124 7421 10
9187 5470 9
3979 9217 10
1496 561 9
5600 1563 7
8416 1681 8
7766 3585 2
1347 6907 2
9281 4617 4
8707 6768 9
9642 8244 10
4271 3783 3
1852 7762 10
9483 5611 3
1511 7563 8
2089 5980 10
1696 3746 7
3009 1445 6
6760 7078 3
7785 5786 3
7553 1780 9
1095 2404 3
107 608 5
8336 91 8
9830 7954 2
2888 43 2
3979 1739 10
8655 1100 5
6590 7861 4
5494 1998 2
7518 9552 4
7786 647 10
1838 754 8
5 5442 9
134 1624 3
1475 864 6
5148 4843 7
2567 9850 8
7784 2792 1
79 8286 9
4512 5804 3
725 9943 2
5695 8133 8
1272 4490 2
3293 4625 7
3267 6100 1
6933 7601 7
5041 6520 7
4250 4304 10
7672 735 8
6741 5247 3
8065 5973 6
37 8020 9
9114 5644 2
6338 8937 7
8834 2205 9
8546 5490 10
3102 6883 1
3861 1134 7
1060 5158 3
9249 8251 10
6891 6317 5
828 6354 5
2899 1820 10
9460 8158 9
6998 3344 4
636 1891 4
8228 1345 10
5988 5206 6
756 2618 4
9908 1868 6
660 5111 3
7384 2292 9
8481 1543 9
5222 1003 10
900 8001 4
8784 4989 7
8509 3217 5
5118 5557 3
9213 6314 2
8467 2574 2
2324 3234 5
6146 6971 7
9026 1804 10
3726 7026 5
6585 7926 8
9141 3062 8
9939 7924 7
2083 3042 5
5786 8608 9
8459 3427 5
3000 5751 2
5356 8249 5
5 7275 9
9844 1001 7
3391 3939 5
4938 3080 8
7827 3019 2
3934 1455 6
5598 7241 6
9928 2052 3
6832 5052 6
3323 6760 5
3137 6765 2
1107 2962 4
6103 6353 3
1730 7643 5
419 5471 6
7032 5757 3
6687 7707 4
7655 7635 6
5697 819 10
2195 495 3
6941 9984 8
8963 1092 10
8338 3547 3
1652 1629 9
8046 2048 2
163 9080 9
3736 5768 6
901 9775 3
119 5472 2
740 4019 9
8122 961 4
2270 9924 8
9379 8262 7
9194 9914 7
3004 4312 5
2285 827 6
3675 4563 6
6420 1817 1
9504 1936 5
3407 2676 5
7806 799 8
2189 9421 2
4016 5152 6
5742 698 2
5450 3702 6
855 5987 3
1692 9662 9
8297 2434 6
1029 1938 4
9233 5346 10
7809 9504 1
3698 1693 4
3159 2061 7
3586 4155 5
279 9606 8
7636 461 7
5821 2153 2
8569 6802 6
9486 7831 7
2339 3416 5
4220 7578 9
3253 1276 4
1706 788 5
5312 726 10
5969 1006 6
3976 4994 9
674 815 4
7035 9384 6
2183 5222 9
5621 3913 8
757 4486 6
5397 7739 4
1730 5797 4
124 7462 1
9025 3431 9
7533 3759 3
6501 4433 9
3975 7821 5
4602 6356 10
3061 1977 3
7640 2734 9
9797 4483 10
3230 6213 8
156 2689 2
1456 1714 3
6466 9247 4
118 2101 9
938 2428 10
7495 7030 6
9274 6443 5
4966 4083 1
1497 232 4
5766 9815 7
2185 9971 8
6066 1427 3
9730 7893 2
3505 4363 5
1714 1654 3
7743 5501 6
6481 4775 9
3547 6093 5
3348 3942 7
3983 9709 2
832 8246 5
369 665 2
7973 395 7
1177 253 3
6481 1967 9
566 6062 10
1681 8895 7
5591 2443 2
3585 2143 5
8164 6126 4
2557 3310 2
6922 32 7
9065 8005 5
5454 5534 8
6206 2016 5
1316 8934 9
5575 615 5
7313 6206 8
5144 6144 3
6918 660 1
4753 3217 2
835 6491 4
7581 5557 1
7427 1011 6
1174 3569 4
6888 1237 8
1369 6812 3
8393 477 1
4212 5621 5
2174 8892 5
2614 3645 5
6365 832 6
6500 4766 5
4641 2193 8
8316 3368 9
359 6608 6
1336 7977 10
9280 2722 7
3430 6934 1
3725 9108 3
1031 1723 10
1555 4440 5
4923 7293 1
3847 1934 4
6487 6602 4
2695 3313 5
141 1001 4
750 281 7
8189 63 1
1249 140 10
9553 1172 5
1502 9079 7
636 4002 10
888 4202 6
3334 689 10
9147 9736 3
7921 9877 6
7377 6980 7
3203 5169 3
5963 2770 5
4184 2323 7
4128 177 9
1217 7166 3
9246 8054 7
1914 1388 6
1183 6888 3
3766 1161 2
3701 8538 4
270 1741 5
3254 7705 5
6378 1889 10
7027 2370 10
6755 3587 6
3189 9185 2
3826 1099 1
1503 2283 1
8917 2401 2
6209 2454 1
6832 9076 2
5329 2330 9
243 8709 1
185 5736 1
304 8843 10
7589 2032 5
5632 2210 7
5064 3714 10
1384 2631 3
8866 5192 7
1238 8377 4
8999 3706 6
7170 301 5
7230 486 3
6012 790 8
8381 4731 3
6287 364 3
5293 5428 9
2934 6813 1
2976 2031 3
1825 3269 2
9750 8620 8
5 5790 10
5322 3020 6
6374 5384 9
2622 117 10
3606 6405 6
448 8050 5
7357 985 10
3249 313 1
4333 8490 10
3795 8240 10
6962 8246 3
6783 3568 3
7091 6294 10
8189 5268 7
370 8874 2
2916 9323 3
7242 3032 10
8381 6281 3
7903 614 4
4342 4409 6
5753 7724 2
2955 859 2
9530 7950 7
1489 2491 7
3565 2862 2
8399 2130 5
1283 5724 9
5152 4105 10
5686 2008 6
4711 2702 6
1977 4807 2
3840 7763 1
5624 3645 4
3702 5134 5
7048 5051 9
9269 9802 1
7165 1085 5
8093 2589 2
1654 8276 10
5830 9339 4
767 1316 2
3428 1509 7
3300 7133 2
1123 835 8
7790 4235 1
3670 3505 4
1681 7022 9
1767 1468 9
5959 3122 7
8510 8952 6
3764 6071 5
177 9499 6
4353 9152 9
8526 275 6
4185 4417 3
4895 8088 8
5408 9769 3
3359 7888 1
7547 3847 3
2715 2358 8
7222 2474 9
3046 2651 1
6731 3356 3
3901 8234 10
8258 2419 8
6851 7314 6
5300 2723 7
772 6082 5
7712 9981 3
4127 9048 3
5846 6270 7
3636 9317 10
7278 2400 6
3720 2654 10
3142 912 9
629 4115 5
2556 9416 10
4252 6540 2
188 605 5
9972 4732 3
2114 6930 4
3082 6918 3
6701 4197 5
3676 7917 9
5237 1059 4
9217 8040 9
512 596 7
881 1200 8
3685 7741 3
2821 7713 7
4654 6180 7
9109 9262 7
9233 5964 4
1757 9640 4
3288 1230 3
2083 447 6
4993 7311 4
7320 8193 5
6187 8230 6
2011 1051 1
2567 2057 1
6405 7518 4
7161 6751 8
2115 4861 10
1338 4501 10
7972 6584 10
8999 7929 1
623 5249 6
9799 7788 6
364 9799 10
1346 8718 7
2157 1475 8
2230 8637 9
4619 7104 2
3000 4794 5
2612 9118 1
2671 8118 1
6393 5093 10
8309 4892 1
8454 1608 2
6003 2954 1
1962 1463 6
5439 45 5
2019 4664 1
9813 4017 7
8459 6629 8
3690 5652 8
6850 2045 1
1611 354 5
4161 5161 3
9215 7516 9
6635 5830 3
1882 1269 8
2119 9641 5
5811 5806 2
4298 4265 3
8255 7955 5
6682 1157 2
6554 2769 9
1318 3282 10
4042 8849 8
6072 5484 9
9566 3719 10
3106 5838 3
1310 1649 9
9883 2299 5
1437 554 10
2291 3588 8
7894 6494 9
3852 4164 3
1323 8206 3
2663 631 9
3481 197 8
8272 3303 8
2705 965 8
2943 848 7
7447 8637 4
6259 7280 4
6228 5175 9
5318 5379 3
4042 6703 2
1616 9366 5
4675 9199 2
7804 3823 8
6772 6528 3
7389 5824 4
6657 9623 1
2832 5882 2
2596 8462 9
5206 3780 8
1980 7823 1
3313 9439 9
5277 466 10
3791 8271 4
5608 5043 4
8390 8784 8
4725 5441 2
3346 8274 6
5599 7222 9
3027 2428 1
5834 4408 6
1697 4074 6
6925 9351 2
4057 3142 5
5012 8750 8
2495 3493 4
5803 8218 6
5086 7916 2
6603 3515 6
6583 2894 6
344 8729 4
8279 426 10
2006 3703 2
6200 4112 6
8664 9124 9
2524 1620 2
5167 3775 2
9604 5213 1
8667 1816 8
1304 4752 3
6369 5096 4
5843 9727 10
2094 8086 5
1345 4286 8
91 9302 2
291 1826 4
3984 3346 1
2247 9302 4
8427 7970 3
827 9274 5
9769 5644 3
3792 7839 2
4593 6285 8
5449 7631 6
418 4074 9
8160 4365 7
225 8349 3
6066 596 8
7119 5376 10
2693 6203 6
3019 2324 2
8441 2468 1
6295 3413 9
5882 8862 10
6108 9281 6
1988 3793 3
9694 4018 4
7099 6436 10
3806 9908 8
4835 2601 3
1490 5621 7
142 414 7
2984 6709 10
2112 2592 3
5223 5052 4
2408 7040 7
310 6734 7
2913 3833 4
2465 3991 2
3744 8826 5
1227 317 6
7385 459 3
6012 3443 2
8051 1908 6
8953 7131 8
5488 9540 10
9464 6202 7
163 5468 2
7298 7933 4
7989 8029 10
3985 9256 7
5603 6642 8
7635 9006 4
6376 7057 2
4062 6011 3
3151 1499 5
9281 7316 8
8497 3831 8
7898 1129 3
7643 5470 2
9863 9455 1
8751 5058 3
8099 2693 1
7242 5422 8
4645 9484 1
9179 8987 3
3254 8268 1
9883 3117 2
1980 7368 3
4714 5011 3
9125 1226 10
9145 9978 1
2159 8077 6
4179 1671 8
9609 2668 4
1049 1847 2
341 1453 2
3301 7688 2
6444 9668 10
716 734 3
6810 9860 10
2360 5357 8
9320 7517 7
5325 8048 10
6753 7657 8
368 8707 7
6619 5400 1
3843 8702 9
4184 1498 10
8245 2215 4
7317 9025 4
3968 7737 4
597 7057 1
1655 8735 1
4384 1840 9
6133 2208 6
9730 5180 8
4780 9023 2
7518 3207 1
6277 1452 8
2123 5121 5
7828 5442 3
8891 2391 2
3823 4047 7
6804 8431 9
7442 917 8
3139 647 10
4236 5427 3
388 9297 10
4390 1927 4
607 4050 7
2201 8230 9
1533 7122 1
627 945 10
8455 4101 3
8124 1543 10
6353 1034 7
9762 5271 6
2194 2011 6
4185 6401 3
3980 3360 5
8896 5561 7
5607 3447 1
4709 4074 7
7858 2529 10
2142 7005 4
992 3358 10
6840 3120 1
4468 5314 4
1393 5851 7
6597 9831 7
2203 8728 1
6039 687 8
3350 5396 4
7958 9606 5
6667 1748 1
3272 9092 1
912 5933 2
174 401 8
1448 8146 10
1826 4743 1
9213 6946 1
8513 9337 10
7612 9039 6
7137 6997 4
5543 17 3
955 9641 7
9726 553 10
1617 7080 3
1526 4880 9
935 6706 4
6528 2271 10
7200 784 10
8560 4748 9
1667 8237 9
4381 3781 6
5195 1088 9
5101 814 3
7293 8783 3
9885 6662 5
624 7597 1
2457 477 3
7589 7678 9
8410 2590 10
8270 4257 7
5128 8638 10
8355 185 9
1224 5287 5
998 8932 1
7852 8817 3
9586 5793 2
4378 4603 10
5090 8544 10
2939 3306 10
8240 1576 9
5426 6705 8
9098 1412 5
3858 8988 4
9432 9986 6
6494 7838 4
3866 3776 9
5188 8155 4
3339 3245 8
9168 2536 4
3939 776 1
2967 2555 8
6986 1653 2
1191 1863 1
3386 1295 7
8162 7790 8
8107 8008 6
3845 3196 1
539 2887 9
2128 8407 5
7024 8698 4
3496 1666 1
3025 5004 6
3966 2547 9
3896 5934 6
165 4096 8
624 8555 7
4859 8752 5
7250 5643 3
9238 7772 2
114 4796 1
8119 8292 7
8679 1317 3
3596 1635 1
4024 1884 7
2100 2049 5
669 9025 10
895 3884 2
7022 7486 8
9684 3076 10
7105 9543 8
9577 7662 2
3715 2694 1
2858 6290 6
900 6667 10
4876 5119 1
5652 5788 6
4983 6684 3
3066 3706 9
6793 9742 6
8292 3199 9
7291 2777 3
4582 6492 9
9542 5702 2
6138 6602 9
969 7830 8
7850 9834 8
107 4817 4
6249 4236 10
9878 1029 4
2935 5674 6
5535 2965 5
2149 7548 9
1458 3442 2
3409 5932 6
8379 6902 9
2116 1104 3
4345 1211 3
3259 7461 9
2230 3691 10
944 2978 4
9209 8513 2
6603 662 2
6841 8472 4
9134 1881 7
8030 260 1
7460 8728 7
6724 3074 8
806 6333 1
5476 8563 4
7528 5859 2
8901 1420 7
9592 4375 2
